Select all AIPs about vehicles (wd:Q42889), 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01409001_rtrn/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mesick_pdart19_odyssey_idnd:data_idnd:idnd_2006q2/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01408901_rtrn/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01409001_sim/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01409501_sim/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01408902_rtrn/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01409201_sim/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mesick_pdart19_odyssey_idnd:data_idnd:idnd_2006q3/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01409501_rtrn/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mesick_pdart19_odyssey_idnd:data_idnd:idnd_2007q1/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01409201_rtrn/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01408901_sim/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mesick_pdart19_odyssey_idnd:data_idnd:idnd_2006q4/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mesick_pdart19_odyssey_idnd:data_idnd:idnd_2006q1/1.0, 
https://w3id.org/tib/oais/ip#urn:nasa:pds:mro_sharad_simulations:data:s_01408902_sim/1.0, 
